export const n5part_particles1 = {
  Lesson15: [
    { id: 18, kanji: "しかし",   reading: "しかし",   meanings: { ja: "しかし（逆接）",             en: "however",                      zh: "然而",             tw: "然而",             ko: "그러나",                         vi: "tuy nhiên",                     th: "อย่างไรก็ตาม",                 my: "သို့သော်" } },
    { id: 19, kanji: "それから", reading: "それから", meanings: { ja: "それから（順接・後続）",       en: "after that",                   zh: "然后",             tw: "然後",             ko: "그리고 나서; 그 다음에",          vi: "sau đó",                        th: "หลังจากนั้น",                   my: "ပြီးပြီးနောက်" } },
    { id: 20, kanji: "それでは", reading: "それでは", meanings: { ja: "それでは（転換）",           en: "well then",                    zh: "那么",             tw: "那麼",             ko: "그럼; 그러면",                    vi: "vậy thì",                       th: "งั้นก็; ถ้าอย่างนั้น",          my: "အဲဒါဆိုရင်" } },
    { id: 21, kanji: "だから",   reading: "だから",   meanings: { ja: "だから（原因・結果）",         en: "therefore",                    zh: "所以",             tw: "所以",             ko: "그래서; 그러므로",                vi: "vì vậy; do đó",                 th: "ดังนั้น; เพราะฉะนั้น",          my: "ဒါကြောင့်; ထိုကြောင့်" } },
    { id: 22, kanji: "けれども", reading: "けれども", meanings: { ja: "けれども（逆接）",           en: "although",                     zh: "虽然；不过",         tw: "雖然；不過",         ko: "그러나; 비록 …지만",              vi: "mặc dù; tuy",                   th: "แม้ว่า; แต่",                   my: "သော်လည်းကောင်း; သော်ငြားလျက်" } },
    { id: 23, kanji: "もし",     reading: "もし",     meanings: { ja: "もし（仮定）",               en: "if",                           zh: "如果",             tw: "如果",             ko: "만약(에)",                       vi: "nếu",                           th: "ถ้า; หาก",                      my: "အကယ်၍" } },
    { id: 24, kanji: "それに",   reading: "それに",   meanings: { ja: "それに（添加）",             en: "in addition",                  zh: "而且",             tw: "而且",             ko: "게다가",                         vi: "thêm vào đó",                   th: "นอกจากนี้",                    my: "ထို့ပြင်" } },
    { id: 25, kanji: "または",   reading: "または",   meanings: { ja: "または（選択）",             en: "or",                           zh: "或者",             tw: "或者",             ko: "또는",                           vi: "hoặc",                          th: "หรือ",                          my: "သို့မဟုတ်" } },
    { id: 26, kanji: "および",   reading: "および",   meanings: { ja: "および（並列）",             en: "and; as well as",              zh: "以及",             tw: "以及",             ko: "및; 그리고",                      vi: "và; cũng như",                  th: "และ; ตลอดจน",                  my: "နှင့်; အပြင်" } },
    { id: 27, kanji: "なら",     reading: "なら",     meanings: { ja: "〜なら（話題限定）",          en: "if (it's about)",              zh: "如果是（就…）",     tw: "如果是（就…）",     ko: "…라면 (주제 한정)",               vi: "nếu là (về…)",                  th: "ถ้าเป็นเรื่อง…",               my: "ဆိုတာဖြစ်ရင်; နေရာထားပြီး" } },
    { id: 28, kanji: "ので",     reading: "ので",     meanings: { ja: "ので（理由）",               en: "because",                      zh: "因为",             tw: "因為",             ko: "…이므로; …라서",                 vi: "bởi vì",                        th: "เพราะว่า",                     my: "ကြောင့်; ထို့ကြောင့်" } },
    { id: 29, kanji: "ために",   reading: "ために",   meanings: { ja: "〜ために（目的/原因）",       en: "for; in order to",             zh: "为了；由于",         tw: "為了；由於",         ko: "위해; 때문에",                    vi: "để; vì",                        th: "เพื่อ; เพราะ",                  my: "အတွက်; လုပ်ရန်အတွက်" } },
    { id: 30, kanji: "ながら",   reading: "ながら",   meanings: { ja: "〜ながら（同時進行）",         en: "while; during",                zh: "一边…一边…",       tw: "一邊…一邊…",       ko: "…하면서 (동시에)",               vi: "vừa … vừa …",                   th: "ในขณะ…; ระหว่างที่…",          my: "လုပ်ရန်နှင့် တပြိုင်နက်" } },
  ],
};
