kanji,reading,level,pos,meaning_en
公募,こうぼ,,n,"public appeal (e.g. for contributions)"
巧妙,こうみょう,,adj-na,"ingenious"
公用,こうよう,,n,"official business"
小売,こうり,,n,"retail"
効率,こうりつ,,n,"efficiency"
公立,こうりつ,,n,"public (institution)"
護衛,ごえい,,n,"guard"
コーナー,コーナー,,n,"corner"
小柄,こがら,,adj-na,"small build"
小切手,こぎって,,n,"cheque"
国産,こくさん,,adj-no,"domestically produced"
国定,こくてい,,n,"state-sponsored"
告白,こくはく,,n,"confession (to a crime, wrongdoing, etc.)"
国防,こくぼう,,n,"national defence"
国有,こくゆう,,n,"national ownership"
極楽,ごくらく,,n,"Sukhavati (Amitabha's Pure Land)"
国連,こくれん,,n,"United Nations"
焦げ茶,こげちゃ,,n,"dark brown"
語源,ごげん,,n,"origin of a word"
心地,ここち,,n,"feeling"
心得,こころえ,,n,"knowledge"
心掛け,こころがけ,,n,"(mental) attitude"
心掛ける,こころがける,,v1,"to keep in mind"
志,こころざし,,n,"will"
志す,こころざす,,v5s,"to plan"
心強い,こころづよい,,adj-i,"heartening"
心細い,こころぼそい,,adj-i,"helpless"
試み,こころみ,,n,"attempt"
試みる,こころみる,,v1,"to try"
快い,こころよい,,adj-i,"pleasant"
誤差,ごさ,,n,"measurement error"
ございます (かん),ございます (かん),,unknown,""
孤児,こじ,,n,"orphan"
こじれる,こじれる,,unknown,""
こす (みずを～),こす (みずを～),,unknown,""
梢,こずえ,,n,"treetop"
個性,こせい,,n,"individuality"
戸籍,こせき,,n,"family register"
古代,こだい,,n,"ancient times"
こたつ,こたつ,,unknown,""
こだわる,こだわる,,unknown,""
誇張,こちょう,,n,"exaggeration"
こつ (をつかむ),こつ (をつかむ),,unknown,""
滑稽,こっけい,,adj-na,"funny"
国交,こっこう,,n,"diplomatic relations"
骨董品,こっとうひん,,n,"curio"
固定,こてい,,n,"fixing (in place)"
事柄,ことがら,,n,"matter"
孤独,こどく,,n,"solitude"
ことごとく,ことごとく,,unknown,""
言付け,ことづけ,,n,"(verbal) message"
殊に,ことに,,adv,"especially"
粉々,こなごな,,adj-na,"in very small pieces"
好ましい,このましい,,adj-i,"nice"
碁盤,ごばん,,n,"Go board"
個別,こべつ,,adj-no,"individual"
ごまかす,ごまかす,,unknown,""
細やか,こまやか,,adj-na,"tender"
コマーシャル,コマーシャル,,n,"commercial (TV or radio advertisement)"
込める,こめる,,v1,"to load (a gun, etc.)"
コメント,コメント,,n,"comment"
籠もる,こもる,,v5r,"to shut oneself in (e.g. one's room)"
固有,こゆう,,adj-no,"characteristic"
暦,こよみ,,n,"calendar"
凝らす,こらす,,v5s,"to concentrate"
ごらんなさい (かん),ごらんなさい (かん),,unknown,""
孤立,こりつ,,n,"isolation"
懲りる,こりる,,v1,"to learn by experience"
凝る,こる,,v5r,"to become stiff (of muscles)"
根気,こんき,,n,"patience"
根拠,こんきょ,,n,"basis"
混血,こんけつ,,n,"mixed race"
コンタクト (レンズ),コンタクト (レンズ),,unknown,""
昆虫,こんちゅう,,n,"insect"
根底,こんてい,,n,"root"
混同,こんどう,,n,"confusion"
コントラスト,コントラスト,,n,"contrast"
コントロール,コントロール,,n,"control"
コンパス,コンパス,,n,"compass (for drawing circles, etc.)"
根本,こんぽん,,n,"root"
財,ざい,,n,"fortune"
再会,さいかい,,n,"meeting again"
災害,さいがい,,n,"calamity"
細菌,さいきん,,n,"bacterium"
細工,さいく,,n,"work"
採掘,さいくつ,,n,"mining"
サイクル,サイクル,,n,"cycle"
採決,さいけつ,,n,"vote"
再建,さいけん,,n,"rebuilding"
再現,さいげん,,n,"reappearance"
財源,ざいげん,,n,"source of funds"
在庫,ざいこ,,n,"stock"
採算,さいさん,,n,"profit"
サイズ,サイズ,,n,"size"
再生,さいせい,,n,"restoration to life"
財政,ざいせい,,n,"public finance"
最善,さいぜん,,n,"the very best"
採択,さいたく,,n,"adoption"
栽培,さいばい,,n,"cultivation"
再発,さいはつ,,n,"return"
細胞,さいぼう,,n,"cell"
採用,さいよう,,n,"use"
遮る,さえぎる,,v5r,"to interrupt"
さえずる,さえずる,,unknown,""
冴える,さえる,,v1,"to be clear (of a sight, sound, colour, etc.)"
竿,さお,,n,"rod"
栄える,さかえる,,v1,"to prosper"
差額,さがく,,n,"balance"
杯,さかずき,,n,"sake cup"
逆立ち,さかだち,,n,"handstand"
さきに (いぜん),さきに (いぜん),,unknown,""
詐欺,さぎ,,n,"fraud"
削減,さくげん,,n,"cut"
錯誤,さくご,,n,"mistake"
作戦,さくせん,,n,"tactics"
叫び,さけび,,n,"shout"
捧げる,ささげる,,v1,"to lift up"
差し掛かる,さしかかる,,v5r,"to come near (to)"
指図,さしず,,n,"directions"
差し出す,さしだす,,v5s,"to hold out"
差し支える,さしつかえる,,v1,"to interfere (with)"
授ける,さずける,,v1,"to grant"
摩する,さする,,unknown,""
さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),,unknown,""
定まる,さだまる,,v5r,"to become settled"
定める,さだめる,,v1,"to decide"
座談会,ざだんかい,,n,"symposium"
雑,ざつ,,adj-na,"rough"
雑貨,ざっか,,n,"miscellaneous goods"
殺人,さつじん,,n,"murder"
察する,さっする,,vs-s,"to guess"
雑談,ざつだん,,n,"chatting"
さっと,さっと,,unknown,""
さっぱりする,さっぱりする,,unknown,""
悟る,さとる,,v5r,"to perceive"
最中,さなか,,n,"(in) the middle of"
座標,ざひょう,,n,"coordinate"
さほど,さほど,,unknown,""
サボる,サボる,,v5r,"to be truant"
様,さま,,suf,"Mr"
寒気,さむけ,,n,"chill"
侍,さむらい,,n,"warrior (esp. of military retainers of daimyos in the Edo period)"
さも,さも,,unknown,""
作用,さよう,,n,"action"
さらう (こどもを～),さらう (こどもを～),,unknown,""
障る,さわる,,v5r,"to be harmful to"
酸,さん,,n,"acid"
山岳,さんがく,,n,"mountain chain"
参議院,さんぎいん,,n,"House of Councillors (upper house of the National Diet of Japan)"
産休,さんきゅう,,n,"maternity leave"
サンキュー,サンキュー,,int,"thank you"
残金,ざんきん,,n,"remaining money"
産後,さんご,,adj-no,"after childbirth"
残酷,ざんこく,,adj-na,"cruel"
産出,さんしゅつ,,n,"production"
参照,さんしょう,,n,"reference (e.g. to a dictionary, passage, footnotes)"
参上,さんじょう,,n,"calling on"
残高,ざんだか,,n,"(bank) balance"
サンタクロース,サンタクロース,,n,"Santa Claus"
桟橋,さんばし,,n,"wharf"
賛美,さんび,,n,"praise"
山腹,さんぷく,,n,"hillside"
産婦人科,さんふじんか,,n,"maternity and gynaecology department (gynecology)"
産物,さんぶつ,,n,"product"
山脈,さんみゃく,,n,"mountain range"
仕上がり,しあがり,,n,"finish"
仕上,しあげ,,n,"finish"
仕上げる,しあげる,,v1,"to finish up"
飼育,しいく,,n,"breeding"
強いて,しいて,,adv,"by force"
シート,シート,,n,"seat"
ジーパン,ジーパン,,unknown,""
仕入れる,しいれる,,v1,"to buy (stock, materials, etc.)"
強いる,しいる,,v1,"to force"
潮,しお,,n,"tide"
歯科,しか,,n,"dentistry"
自我,じが,,n,"ego"
自覚,じかく,,n,"self-consciousness"
仕掛,しかけ,,n,"device"
仕掛ける,しかける,,v1,"to start"
しかしながら,しかしながら,,unknown,""
色彩,しきさい,,n,"colour"
式場,しきじょう,,n,"ceremonial hall (e.g. wedding, funeral)"
しきたり,しきたり,,unknown,""
事業,じぎょう,,n,"business"
軽蔑,けいべつ,,n,"contempt"
経歴,けいれき,,n,"personal history"
経路,けいろ,,n,"course"
けがらわしい,けがらわしい,,unknown,""
劇団,げきだん,,n,"troupe"
激励,げきれい,,n,"encouragement"
ゲスト,ゲスト,,n,"guest"
獣,けだもの,,n,"beast"
決,けつ,,n,"decision"
決意,けつい,,n,"decision"
結核,けっかく,,n,"tuberculosis"
決議,けつぎ,,n,"resolution"
結合,けつごう,,n,"combination"
決算,けっさん,,n,"settlement of accounts"
月謝,げっしゃ,,n,"monthly tuition fee"
決勝,けっしょう,,n,"decision of a contest"
結晶,けっしょう,,n,"crystal"
結成,けっせい,,n,"formation"
結束,けっそく,,n,"union"
げっそり,げっそり,,vs,"to be disheartened"
決断,けつだん,,n,"decision"
月賦,げっぷ,,n,"monthly installment (instalment)"
欠乏,けつぼう,,n,"deficiency"
蹴飛ばす,けとばす,,v5s,"to kick away"
けなす,けなす,,unknown,""
煙たい,けむたい,,adj-i,"smoky"
煙る,けむる,,v5r,"to smoke (e.g. fire)"
獣,けもの,,n,"beast"
家来,けらい,,n,"retainer"
下痢,げり,,n,"diarrhea"
権威,けんい,,n,"authority"
兼業,けんぎょう,,n,"perusing as a side business"
原形,げんけい,,n,"original form"
原型,げんけい,,n,"prototype"
権限,けんげん,,n,"power"
現行,げんこう,,n,"present"
健在,けんざい,,adj-na,"in good health"
原作,げんさく,,n,"original work"
検事,けんじ,,n,"public prosecutor"
原子,げんし,,n,"atom"
元首,げんしゅ,,n,"sovereign"
原書,げんしょ,,n,"original document (not a copy or adaptation)"
懸賞,けんしょう,,n,"offering a prize"
健全,けんぜん,,adj-na,"healthy"
元素,げんそ,,n,"element"
同調,どうちょう,,n,"conformity"
到底,とうてい,,adv,"(cannot) possibly"
動的,どうてき,,adj-na,"dynamic"
尊い,とうとい,,adj-i,"precious"
貴い,とうとい,,adj-i,"precious"
同等,どうとう,,adj-na,"equality"
堂々,どうどう,,adj-t,"magnificent"
尊ぶ,とうとぶ,,v5b,"to value"
どうにか,どうにか,,adv,"in some way or other"
投入,とうにゅう,,n,"throwing in"
導入,どうにゅう,,n,"introduction"
当人,とうにん,,n,"the person concerned"
同封,どうふう,,n,"enclosing (e.g. with a letter)"
逃亡,とうぼう,,n,"escape"
冬眠,とうみん,,n,"hibernation"
同盟,どうめい,,n,"alliance"
どうやら,どうやら,,adv,"possibly"
動力,どうりょく,,n,"power"
登録,とうろく,,n,"registration"
討論,とうろん,,n,"debate"
遠ざかる,とおざかる,,v5r,"to go away"
遠回り,とおまわり,,n,"detour"
トーン,トーン,,n,"tone"
とかく,とかく,,unknown,""
とがめる,とがめる,,unknown,""
時折,ときおり,,adv,"sometimes"
とぎれる,とぎれる,,unknown,""
研ぐ,とぐ,,v5g,"to sharpen"
特技,とくぎ,,n,"special skill"
独裁,どくさい,,n,"dictatorship"
特産,とくさん,,n,"being produced in a particular region"
独自,どくじ,,adj-no,"original"
特集,とくしゅう,,n,"feature (e.g. newspaper)"
独占,どくせん,,n,"monopoly"
独創,どくそう,,n,"originality"
得点,とくてん,,n,"scoring"
特派,とくは,,n,"send specially"
特有,とくゆう,,adj-no,"characteristic (of)"
とげ (をさす),とげ (をさす),,unknown,""
遂げる,とげる,,v1,"to accomplish"
～どころか,～どころか,,unknown,""
年頃,としごろ,,n,"approximate age"
戸締り,とじまり,,n,"locking up (doors and windows)"
途上,とじょう,,n,"on the way"
土台,どだい,,n,"foundation"
途絶える,とだえる,,v1,"to stop"
特許,とっきょ,,n,"patent"
特権,とっけん,,n,"privilege"
とっさに,とっさに,,unknown,""
突如,とつじょ,,adv,"suddenly"
とって,とって,,unknown,""
突破,とっぱ,,n,"breaking through"
土手,どて,,n,"embankment"
届,とどけ,,n,"report"
滞る,とどこおる,,v5r,"to stagnate"
整える,ととのえる,,v1,"to put in order"
止める,とどめる,,v1,"to stop"
唱える,となえる,,v1,"to recite"
殿様,とのさま,,n,"nobleman"
土俵,どひょう,,n,"(wrestling) ring"
扉,とびら,,n,"door"
溝,どぶ,,n,"ditch"
徒歩,とほ,,n,"walking"
土木,どぼく,,n,"engineering works"
とぼける,とぼける,,unknown,""
乏しい,とぼしい,,adj-i,"meagre"
富,とみ,,n,"riches"
富む,とむ,,v5m,"to be rich in"
共稼ぎ,ともかせぎ,,n,"(husband and wife) earning a living together"
伴う,ともなう,,v5u,"to accompany"
共働き,ともばたらき,,n,"(husband and wife) both working"
ドライ,ドライ,,adj-na,"dry"
ドライクリーニング,ドライクリーニング,,n,"dry cleaning"
ドライバー,ドライバー,,n,"driver (of a vehicle)"
ドライブイン,ドライブイン,,n,"drive-in (bank, cinema, etc.)"
トラブル,トラブル,,n,"trouble"
トランジスター,トランジスター,,n,"transistor"
とりあえず,とりあえず,,unknown,""
取扱,とりあつかい,,n,"treatment"
取り扱う,とりあつかう,,v5u,"to handle"
鳥居,とりい,,n,"torii (Shinto shrine archway)"
取り替え,とりかえ,,n,"swap"
取り組む,とりくむ,,v5m,"to grapple with"
取締り,とりしまり,,n,"control"
取り締まる,とりしまる,,v5r,"to manage"
取り調べる,とりしらべる,,v1,"to investigate"
取り立てる,とりたてる,,v1,"to collect (debts)"
取り次ぐ,とりつぐ,,v5g,"to pass on (a message, thoughts, etc.)"
取り付ける,とりつける,,v1,"to install"
取り除く,とりのぞく,,v5k,"to remove"
取引,とりひき,,n,"transactions"
取り巻く,とりまく,,v5k,"to surround"
取り混ぜる,とりまぜる,,v1,"to mix"
取り戻す,とりもどす,,v5s,"to take back"
取り寄せる,とりよせる,,v1,"to order"
ドリル,ドリル,,n,"drill bit"
副,とりわけ,,unknown,""
とろける,とろける,,unknown,""
鈍感,どんかん,,adj-na,"thickheaded"
とんだ,とんだ,,unknown,""
度忘れ,どわすれ,,n,"lapse of memory"
問屋,とんや,,n,"wholesale store"
内閣,ないかく,,n,"cabinet (of a government)"
乃至,ないし,,conj,"from ... to"
内緒,ないしょ,,n,"secrecy"
内心,ないしん,,n,"inner thoughts"
内蔵,ないぞう,,adj-no,"internal (e.g. disk)"
ナイター,ナイター,,n,"game under lights (e.g. baseball)"
内部,ないぶ,,n,"interior"
内乱,ないらん,,n,"civil war"
内陸,ないりく,,n,"inland"
苗,なえ,,n,"seedling"
なおさら,なおさら,,unknown,""
流し,ながし,,n,"sink (e.g. in a kitchen)"
長々,ながなが,,adv-to,"for a long time"
中程,なかほど,,n,"(about) middle"
渚,なぎさ,,n,"water's edge"
嘆く,なげく,,v5k,"to lament"
投げ出す,なげだす,,v5s,"to throw down"
仲人,なこうど,,n,"matchmaker"
和やか,なごやか,,adj-na,"mild"
名残,なごり,,n,"remains"
情け,なさけ,,n,"pity"
情無い,なさけない,,adj-i,"miserable"
情深い,なさけぶかい,,adj-i,"tender-hearted"
詰る,なじる,,v5r,"to rebuke"
名高い,なだかい,,adj-i,"famous"
雪崩,なだれ,,n,"avalanche"
懐く,なつく,,v5k,"to become attached (to)"
名付ける,なづける,,v1,"to name"
何気ない,なにげない,,adj-i,"casual"
なにとぞ,なにとぞ,,unknown,""
なにより,なにより,,unknown,""
ナプキン,ナプキン,,n,"(table) napkin"
名札,なふだ,,n,"name plate"
生臭い,なまぐさい,,adj-i,"smelling of fish"
生温い,なまぬるい,,adj-i,"lukewarm"
生身,なまみ,,n,"living flesh"
鉛,なまり,,n,"lead (Pb)"
滑らか,なめらか,,adj-na,"smooth (of a surface)"
嘗める,なめる,,v1,"to lick"
悩ましい,なやましい,,adj-i,"seductive"
悩ます,なやます,,v5s,"to afflict"
悩み,なやみ,,n,"trouble"
並びに,ならびに,,conj,"and (also)"
成り立つ,なりたつ,,v5t,"to consist of"
なるたけ,なるたけ,,unknown,""
慣れ,なれ,,n,"practice"
馴々しい,なれなれしい,,adj-i,"overly familiar"
～なんか,～なんか,,unknown,""
ナンセンス,ナンセンス,,adj-na,"nonsense"
何だか,なんだか,,adv,"(a) little"
なんだかんだ,なんだかんだ,,unknown,""
なんなり,なんなり,,unknown,""
荷,に,,n,"load"
似通う,にかよう,,v5u,"to resemble closely"
にきび,にきび,,unknown,""
賑わう,にぎわう,,v5u,"to be crowded with people"
憎しみ,にくしみ,,n,"hatred"
肉親,にくしん,,n,"blood relationship"
肉体,にくたい,,n,"the body"
逃げ出す,にげだす,,v5s,"to run away"
西日,にしび,,n,"westering sun"
滲む,にじむ,,v5m,"to run (of liquid)"
にせ物,にせもの,,n,"spurious article"
日夜,にちや,,adv,"day and night"
荷造り,にづくり,,n,"packing"
担う,になう,,v5u,"to carry on one's shoulder"
鈍る,にぶる,,v5r,"to become blunt"
にも関わらず,にもかかわらず,,exp,"in spite of"
ニュアンス,ニュアンス,,n,"nuance"
ニュー,ニュー,,adj-f,"new"
入手,にゅうしゅ,,n,"acquisition"
入賞,にゅうしょう,,n,"winning a prize"
入浴,にゅうよく,,n,"bathing"
尿,にょう,,n,"urine"
認識,にんしき,,n,"recognition"
妊娠,にんしん,,n,"pregnancy"
任務,にんむ,,n,"duty"
任命,にんめい,,n,"appointment"
抜かす,ぬかす,,v5s,"to omit"
抜け出す,ぬけだす,,v5s,"to slip out"
主,ぬし,,n,"head (of a household, etc.)"
沼,ぬま,,n,"marsh"
音色,ねいろ,,n,"tone color"
値打ち,ねうち,,n,"value"
ネガ,ネガ,,n,"negative"
寝かせる,ねかせる,,v1,"to put to bed"
ねじまわし,ねじまわし,,unknown,""
捩れる,ねじれる,,v1,"to get twisted"
妬む,ねたむ,,v5m,"to be jealous of"
ねだる,ねだる,,unknown,""
熱意,ねつい,,n,"zeal"
熱湯,ねっとう,,n,"boiling water"
熱量,ねつりょう,,n,"quantity of heat (e.g. in calories, BTU, etc.)"
粘り,ねばり,,n,"stickiness"
粘る,ねばる,,v5r,"to be sticky"
値引き,ねびき,,n,"price reduction"
根回し,ねまわし,,n,"laying the groundwork"
眠たい,ねむたい,,adj-i,"sleepy"
練る,ねる,,v5r,"to knead"
念,ねん,,n,"sense"
年賀,ねんが,,n,"New Year's greetings"
念願,ねんがん,,n,"one's heart's desire"
年号,ねんごう,,n,"name of an imperial era (e.g. Heisei, Shōwa)"
燃焼,ねんしょう,,n,"burning"
年長,ねんちょう,,adj-no,"senior"
燃料,ねんりょう,,n,"fuel"
年輪,ねんりん,,n,"annual tree ring"
ノイローゼ,ノイローゼ,,n,"neurosis"
農耕,のうこう,,n,"farming"
農場,のうじょう,,n,"farm (agriculture)"
農地,のうち,,n,"agricultural land"
納入,のうにゅう,,n,"payment (of taxes, fees, etc.)"
逃す,のがす,,v5s,"to miss (e.g. a chance)"
逃れる,のがれる,,v1,"to escape"
軒並,のきなみ,,n,"row of houses"
望ましい,のぞましい,,adj-i,"desirable"
乗っ取る,のっとる,,v5r,"to take possession of (forcibly)"
のどか,のどか,,unknown,""
罵る,ののしる,,v5r,"to abuse (verbally)"
延べ,のべ,,n,"futures"
飲み込む,のみこむ,,v5m,"to swallow"
乗り込む,のりこむ,,v5m,"to board (a train, plane, etc.)"
刃,は,,n,"edge (of a knife or sword)"
～派,～は,,unknown,""
バー,バー,,n,"bar"
把握,はあく,,n,"grasp (of the situation, meaning, etc.)"
パート,パート,,n,"part"
廃棄,はいき,,n,"disposal"
配給,はいきゅう,,n,"distribution (e.g. films, rice)"
ばい菌,ばいきん,,n,"germ"
配偶者,はいぐうしゃ,,n,"spouse"
拝啓,はいけい,,n,"Dear (so and so)"
背景,はいけい,,n,"background"
背後,はいご,,n,"back"
廃止,はいし,,n,"abolition"
拝借,はいしゃく,,n,"borrowing"
排除,はいじょ,,n,"exclusion"
賠償,ばいしょう,,n,"compensation"
排水,はいすい,,n,"drainage"
敗戦,はいせん,,n,"defeat"
配置,はいち,,n,"arrangement (of resources)"
配布,はいふ,,n,"distribution"
配分,はいぶん,,n,"distribution"
敗北,はいぼく,,n,"defeat"
倍率,ばいりつ,,n,"magnification"
配慮,はいりょ,,n,"consideration"
配列,はいれつ,,n,"arranging"
破壊,はかい,,n,"destruction"
いたわる,いたわる,,unknown,""
一概に,いちがいに,,adv,"unconditionally"
著しい,いちじるしい,,adj-i,"striking"
一同,いちどう,,n,"all present"
一部分,いちぶぶん,,n,"one part"
一別,いちべつ,,n,"parting"
一面,いちめん,,n,"one face"
一目,いちもく,,n,"look"
一様,いちよう,,adj-na,"uniform"
一律,いちりつ,,adj-no,"uniform"
一連,いちれん,,n,"series"
一括,いっかつ,,n,"lumping together"
一気,いっき,,n,"one breath"
一挙に,いっきょに,,adv,"at a stroke"
一見,いっけん,,n,"look"
一切,いっさい,,n,"all"
一心,いっしん,,adv,"one mind"
いっそ,いっそ,,adv,"rather"
一変,いっぺん,,n,"complete change"
意図,いと,,n,"intention"
営む,いとなむ,,v5m,"to run (a business)"
挑む,いどむ,,v5m,"to challenge to (a fight, game, etc.)"
稲光,いなびかり,,n,"(flash of) lightning"
祈り,いのり,,n,"prayer"
いびき,いびき,,unknown,""
今更,いまさら,,adv,"now (when it is already much too late)"
未だ,いまだ,,adv,"still"
移民,いみん,,n,"immigration"
嫌々,いやいや,,adv,"unwillingly"
卑しい,いやしい,,adj-i,"lowborn"
いやに,いやに,,unknown,""
いやらしい,いやらしい,,unknown,""
意欲,いよく,,n,"will"
威力,いりょく,,n,"power"
衣類,いるい,,n,"clothes"
異論,いろん,,n,"different opinion"
印鑑,いんかん,,n,"stamp"
陰気,いんき,,adj-na,"gloomy"
隠居,いんきょ,,n,"retirement (from work)"
インターチェンジ,インターチェンジ,,n,"interchange"
インターナショナル,インターナショナル,,adj-na,"international"
インターフォン,インターフォン,,n,"intercom"
インテリ,インテリ,,n,"intellectual"
インフォメーション,インフォメーション,,n,"information"
インフレ,インフレ,,n,"inflation"
受かる,うかる,,v5r,"to pass (examination)"
受け入れ,うけいれ,,n,"receiving"
受け入れる,うけいれる,,v1,"to accept"
受け継ぐ,うけつぐ,,v5g,"to inherit"
受け付ける,うけつける,,v1,"to accept"
受け止める,うけとめる,,v1,"to catch"
受身,うけみ,,n,"the defensive"
受持ち,うけもち,,n,"charge (of something)"
動き,うごき,,n,"movement"
埋める,うずめる,,v1,"to cover"
嘘つき,うそつき,,n,"liar"
うたた寝,うたたね,,n,"doze"
打ち明ける,うちあける,,v1,"to confide"
打ち切る,うちきる,,v5r,"to stop"
打ち消し,うちけし,,n,"negation"
打ち込む,うちこむ,,v5m,"to drive in (a nail, stake, etc.)"
団扇,うちわ,,n,"uchiwa"
内訳,うちわけ,,n,"itemization (of expenses)"
写し,うつし,,n,"copy"
訴え,うったえ,,n,"lawsuit"
うっとうしい,うっとうしい,,unknown,""
うつむく,うつむく,,unknown,""
空ろ,うつろ,,n,"cavity"
器,うつわ,,n,"bowl"
腕前,うでまえ,,n,"ability"
雨天,うてん,,n,"rainy weather"
促す,うながす,,v5s,"to urge"
うぬぼれ,うぬぼれ,,unknown,""
生まれつき,うまれつき,,adv,"by nature"
埋め込む,うめこむ,,v5m,"to bury"
梅干し,うめぼし,,n,"umeboshi"
裏返し,うらがえし,,n,"inside out"
売り出し,うりだし,,n,"(bargain) sale"
売り出す,うりだす,,v5s,"to put on the market"
潤う,うるおう,,v5u,"to become moist"
浮気,うわき,,n,"extramarital sex"
上回る,うわまわる,,v5r,"to exceed (esp. figures: profits, unemployment rate, etc.)"
植わる,うわる,,v5r,"to be planted"
運営,うんえい,,n,"management"
うんざり,うんざり,,adv,"tedious"
運送,うんそう,,n,"transport"
運賃,うんちん,,n,"(passenger) fare"
云々,うんぬん,,exp,"and so on"
運搬,うんぱん,,n,"transport"
運命,うんめい,,n,"fate"
運輸,うんゆ,,n,"transportation"
運用,うんよう,,n,"making use of"
エアメール,エアメール,,n,"airmail"
～営,～えい,,unknown,""
英字,えいじ,,n,"English letter"
映写,えいしゃ,,n,"projection"
映像,えいぞう,,n,"image (on a screen)"
英雄,えいゆう,,n,"hero"
液,えき,,n,"liquid"
閲覧,えつらん,,n,"inspection"
獲物,えもの,,n,"prey"
襟,えり,,n,"collar"
エレガント,エレガント,,adj-na,"elegant"
円滑,えんかつ,,adj-na,"smooth"
縁側,えんがわ,,n,"engawa"
沿岸,えんがん,,n,"coast"
婉曲,えんきょく,,adj-na,"euphemistic"
演出,えんしゅつ,,n,"direction (of a play, film, etc.)"
エンジニア,エンジニア,,n,"engineer"
演じる,えんじる,,v1,"to act (a part)"
演ずる,えんずる,,vz,"to act (a part)"
沿線,えんせん,,n,"places alongside a railway line, bus route, major thoroughfare, etc."
縁談,えんだん,,n,"marriage proposal"
遠方,えんぽう,,n,"distant place"
円満,えんまん,,adj-na,"harmonious"
追い込む,おいこむ,,v5m,"to herd"
追い出す,おいだす,,v5s,"to expel"
於いて,おいて,,exp,"at (a time or place)"
老いる,おいる,,v1,"to age"
応急,おうきゅう,,n,"emergency"
黄金,おうごん,,n,"gold (Au)"
往診,おうしん,,n,"doctor's visit"
応募,おうぼ,,n,"application"
おおい (かん),おおい (かん),,unknown,""
大方,おおかた,,n,"large part"
大柄,おおがら,,adj-na,"large build"
おおげさ,おおげさ,,unknown,""
大筋,おおすじ,,n,"outline"
大空,おおぞら,,n,"wide open sky"
オートマチック,オートマチック,,adj-no,"automatic"
大幅,おおはば,,adj-na,"big"
おおまかな,おおまかな,,unknown,""
大水,おおみず,,n,"flood"
公,おおやけ,,adj-no,"official"
犯す,おかす,,v5s,"to commit (e.g. crime)"
侵す,おかす,,v5s,"to invade"
臆病,おくびょう,,adj-na,"cowardly"
遅らす,おくらす,,v5s,"to delay"
厳か,おごそか,,adj-na,"solemn (ceremony, atmosphere, etc.)"
行い,おこない,,n,"deed"
おごる (ゆうしょくを～),おごる (ゆうしょくを～),,unknown,""
収まる,おさまる,,v5r,"to fit into (a box, frame, category, etc.)"
納まる,おさまる,,v5r,"to fit into (a box, frame, category, etc.)"
治まる,おさまる,,v5r,"to die down (storm, anger, conflict, etc.)"
お産,おさん,,n,"(giving) birth"
